CustomerID,Name,Gender,DateOfBirth,Address,City,State,ZipCode,RiskRating,Email,CustomerSince,AccountBalance
CUST0182,Christina Terrell,Male,1997-04-03,150 Silva Knolls,Alexanderchester,Nevada,23920,1,paynejames@example.net,2024-04-18,47491.69
CUST0183,Tristan Knight,Female,1959-07-26,823 Martin Radial,Lake Devinhaven,Florida,48068,4,gonzalezbeverly@example.org,2024-05-18,87163.39
CUST0184,William Bell,Male,1973-10-09,75184 Wagner Garden,South Jameston,Minnesota,40766,1,perrykenneth@example.net,2023-11-18,92328.82
CUST0185,Stephanie Johnston,Male,1974-02-04,3935 Gonzales Terrace,East Greg,Tennessee,83214,2,garyhansen@example.net,2017-06-03,80099.54
CUST0186,Kyle Diaz,Female,1935-09-28,3434 Carter Ramp Suite 353,Port Marc,West Virginia,88631,1,courtney27@example.net,2006-11-11,77099.55
CUST0187,Erika Allen,Male,1962-08-01,20115 Davis Centers,West Matthew,Kentucky,89206,5,ilamb@example.org,2025-02-05,6827.03
CUST0188,Alison Shea,Female,1961-01-29,8724 Stevens Mall,South Stephanie,Arizona,95507,1,rileyandrea@example.org,2013-05-12,96873.48
CUST0189,Jessica Evans,Male,2003-06-12,9852 Anderson Isle Apt. 046,Jonathanton,Washington,04607,5,hnelson@example.com,2011-12-19,48968.78
CUST0190,Martin Watson,Female,1979-01-12,29431 Green Forges,West Craigfurt,Louisiana,78427,2,sandersbernard@example.net,2022-04-13,36714.05
CUST0191,Tammy Hampton,Female,1937-12-21,424 Webb Points Apt. 694,Taylorfort,Michigan,65771,3,michaelmclaughlin@example.org,2008-01-04,22113.33
CUST0192,Brittany Medina,Male,1936-01-24,3156 Gonzales Landing,Richardchester,Ohio,15355,3,moorejeffrey@example.com,2012-03-22,75574.53
CUST0193,Mary Romero,Female,1976-04-16,9310 Kathleen Burgs Apt. 813,Crystalhaven,Texas,13076,3,rushmichael@example.org,2022-08-22,77111.99
CUST0194,Shawn Guerra,Male,1997-11-14,742 Michael Trail,Thompsonhaven,Wisconsin,67464,3,hhernandez@example.org,2019-04-20,15276.92
CUST0195,Mike Bell,Female,1971-04-19,36973 Cody Loaf,Lake Amanda,Connecticut,11188,3,alexanderewing@example.net,2007-10-01,54913.61
CUST0196,Marcia Schneider,Female,1974-07-18,5962 Sarah Overpass,West Linda,Rhode Island,55185,1,nduarte@example.com,2005-11-17,54493.44
CUST0197,Carolyn Strong,Female,1970-03-07,90947 Amber Falls,Barreraberg,Wyoming,14160,4,emilyhorton@example.net,2019-11-19,8026.65
CUST0198,David Zamora,Female,1964-05-07,85710 Lindsey Summit Suite 226,Romeroview,Indiana,50931,3,jonathan80@example.com,2020-12-04,98560.59
CUST0199,Megan Chapman,Male,1999-11-28,480 Thompson Square,Conleyfurt,Pennsylvania,08945,1,nwilliams@example.net,2019-01-04,3960.5
CUST0200,Sean Knight,Female,1955-05-21,6565 Diaz Corner Suite 983,Lake Andrew,North Dakota,89769,5,zrose@example.com,2008-01-14,33225.61
CUST0201,Toni Chavez,Female,2000-11-19,890 Lambert Trafficway Suite 241,Nicoletown,Texas,65963,3,alexis43@example.net,2019-02-07,29986.85
CUST0202,Joshua Rosales,Female,1961-11-01,15102 Natalie Summit Apt. 299,Port Anthonystad,Vermont,94728,3,zacharysmith@example.com,2016-07-23,20202.35
CUST0203,Christina Mckinney,Female,1936-01-07,66714 Renee Junction,North Chadmouth,Arizona,33315,2,jhumphrey@example.org,2012-03-09,59672.15
CUST0204,Melissa Johnson,Male,1961-12-17,3278 Tammy Burg Suite 656,Amandaville,Washington,86171,1,jonathan90@example.com,2008-10-17,89346.35
CUST0205,Danny Chen,Male,1969-04-19,1546 Carolyn Street Apt. 912,West Gregorystad,Nevada,68101,1,gregory78@example.org,2013-10-14,32935.56
CUST0206,Bobby Crawford,Male,1962-07-26,336 Richard Mews,Sonyabury,Delaware,26944,4,mayoconnor@example.org,2020-08-04,33946.12
CUST0207,Valerie King,Male,1999-05-08,71349 Colleen Ferry,Estradaside,Pennsylvania,18543,3,nicole30@example.org,2024-07-01,77341.81
CUST0208,April Lewis,Male,1989-04-10,0576 Espinoza Village,Lawrencemouth,New Jersey,40175,3,ellisjennifer@example.net,2019-10-12,69826.71
CUST0209,Peggy Long,Female,1953-08-13,99445 Smith Viaduct,Nicholehaven,Idaho,56143,1,patriciasimpson@example.com,2017-07-28,27019.38
CUST0210,Michael Galloway,Male,1936-12-24,814 Joseph Point,Melissaview,New York,10632,5,dawn05@example.com,2016-09-01,98119.65
CUST0211,Christy Gray,Male,1975-02-24,1691 Cassandra Ridge Apt. 146,Amyfort,Texas,68535,5,kendralewis@example.net,2015-11-04,17131.85
CUST0212,Sheryl Willis,Male,1934-12-14,8660 Sanchez Island,North Ronaldton,New York,79235,5,michael75@example.net,2017-07-30,86009.91
CUST0213,Ruth Brock,Female,1969-07-24,326 Smith Lane Suite 458,Watkinstown,Hawaii,13548,5,wellsaudrey@example.com,2020-03-11,42917.22
CUST0214,Melissa Herrera,Female,1946-02-02,2808 Bowman Road Apt. 291,Brandontown,Florida,73964,5,ocasey@example.net,2010-04-05,41376.48
CUST0215,Gregory Rodriguez,Male,2004-07-29,564 Johnson Prairie Apt. 650,West Kimberg,Wyoming,97479,1,emilybrown@example.net,2018-09-22,67867.11
CUST0216,Jennifer Johnson,Female,1978-02-20,019 Deborah Crossing Suite 926,New Michaelstad,Alaska,35458,4,stevencooper@example.org,2008-05-10,92247.92
CUST0217,Carl Estrada,Female,1963-11-22,347 Peter Cape,Pollardland,Massachusetts,77338,4,matthew29@example.org,2023-01-18,38539.05
CUST0218,Michael Stuart,Male,1965-03-21,51806 Holmes Shoal,Sethland,Iowa,39972,5,eric97@example.org,2016-09-17,85851.95
CUST0219,Rachel Chan,Female,1963-11-04,6540 Smith Radial,Robertshire,Montana,93362,4,paulrussell@example.net,2022-02-01,13862.61
CUST0220,Chad Williamson,Female,1946-05-01,0422 Bobby Passage Suite 483,Brianborough,Idaho,56651,2,michaeljones@example.com,2012-07-06,43508.4
CUST0221,Sharon Martinez,Male,2003-07-21,3842 Holmes Avenue,Port Joshualand,Maine,27108,2,kimberly34@example.net,2016-07-09,75796.17
CUST0222,Nathaniel Goodwin,Male,1958-09-14,176 Nathan Junctions,Mcmahonberg,Kentucky,20677,1,karen17@example.net,2013-03-31,79539.67
CUST0223,Steve Stuart,Male,1984-01-04,985 Huff Land,New Samuelbury,West Virginia,81524,1,millerthomas@example.com,2005-09-28,43256.25
CUST0224,Wendy Diaz,Female,1948-10-17,00130 Melissa Ranch,East Julie,Arizona,83875,3,rhodeskelly@example.net,2024-08-26,33869.29
CUST0225,Michael Rodriguez,Male,1961-08-13,3630 Daniel Knolls,North Denise,Rhode Island,93952,1,fbernard@example.org,2007-09-28,82324.0
CUST0226,Christopher Gonzales,Male,1965-09-29,06135 Bruce Lodge Suite 598,Gallegosberg,Georgia,35330,4,michael34@example.com,2021-10-10,96010.04
CUST0227,Ashley Jensen,Male,1950-04-08,7786 Guerrero Unions Apt. 318,Taylorside,Vermont,09629,2,umoran@example.net,2008-01-22,67778.47
CUST0228,Peter Sanford,Female,1965-12-23,0912 Ryan Alley,West Jimmy,Illinois,76036,4,scottcarter@example.com,2021-01-10,65230.92
CUST0229,Debra Goodman,Male,1935-10-06,360 Hess Wells Apt. 559,East Kimberlychester,Kentucky,60983,5,lopeztheresa@example.net,2024-04-14,64895.03
CUST0230,Regina Williams,Male,1972-05-18,807 Hoffman Green,Smithmouth,Illinois,19377,5,obray@example.com,2016-12-19,4290.74
CUST0231,Julian Johnson,Male,1970-03-31,07438 Campbell Turnpike Apt. 376,Lindseyberg,Wisconsin,98955,5,michael77@example.net,2020-11-17,92437.84
CUST0232,Pamela Soto,Male,1963-08-17,7521 Villanueva Via Apt. 451,West Saratown,Maryland,37975,2,jrogers@example.org,2009-12-24,80158.78
CUST0233,Valerie Burch,Male,1991-08-02,22879 Joshua Crest,Michellemouth,Texas,34520,5,cervantessarah@example.net,2013-10-22,36578.52
CUST0234,Jillian Thomas,Female,1951-08-18,6309 Wallace Groves,East Mackenzie,Indiana,74680,1,mariaterry@example.org,2023-06-29,48060.18
CUST0235,Daniel Carter,Female,1950-08-06,651 Miller Plains Suite 071,Salazarton,Mississippi,11675,3,sjames@example.org,2024-09-26,65476.55
CUST0236,Traci Gardner,Female,1998-04-20,31058 Fernandez Hollow Apt. 075,New Mary,Iowa,96378,3,alester@example.org,2015-12-07,65020.83
CUST0237,John Kennedy,Male,1944-09-25,927 Kim Terrace,Whiteton,Iowa,70453,4,wporter@example.com,2006-01-23,35187.41
CUST0238,Brian Jensen,Female,1937-10-31,39365 Boyd Stream,North Leonardview,Oklahoma,69219,4,ianrobinson@example.org,2015-03-29,72513.52
CUST0239,Lacey Collins,Male,1948-03-15,9421 Roberts Springs Apt. 093,North Ronald,Washington,67237,1,michaeljones@example.net,2012-10-19,16975.95
CUST0240,Oscar Rodriguez,Female,1993-02-06,19512 Cobb Station,New Garyfort,Kansas,38965,2,whitney27@example.org,2023-05-07,59645.7
CUST0241,Rita Rodriguez,Female,1960-03-17,9807 Joshua Harbors Apt. 672,South Richardchester,Rhode Island,64541,2,angela07@example.org,2020-05-28,62285.07
CUST0242,Nathaniel Curtis,Male,1982-08-31,268 Jackson Lock,Michaelside,Wisconsin,11044,4,whitejohn@example.org,2007-09-19,57315.9
CUST0243,Elizabeth Wilson,Male,1989-04-24,9814 Kiara Shores,Justinport,Alabama,20402,1,marcus85@example.com,2016-06-17,92026.79
CUST0244,Michael Garcia,Male,1954-03-11,1462 Joseph Road Suite 447,Jermaineshire,Tennessee,30064,1,patrick22@example.com,2009-11-24,97976.15
CUST0245,Ruben Solomon,Female,1976-04-22,3151 Fischer Walks,Port Reginaport,Virginia,94140,4,melissa88@example.com,2011-11-13,40924.22
CUST0246,Anthony Foster,Male,2006-12-28,52926 Angela Glens,North Patrickview,Missouri,04643,3,anitaanderson@example.com,2008-01-25,25878.31
CUST0247,Jeffrey Martinez,Female,1946-09-11,2301 Justin Curve,Ashleyhaven,Nevada,98278,4,kirkjonathon@example.org,2023-07-27,60860.28
CUST0248,Colin Novak,Male,1947-06-29,755 David Circle,Cynthiaview,Utah,90283,1,mackenzie03@example.com,2019-07-07,92081.61
CUST0249,Shelly Williams,Female,1946-05-04,86006 Norman Village,North Kristenfort,Hawaii,25358,2,carolynramos@example.net,2006-04-26,2003.17
CUST0250,Brittany Mccoy,Female,1994-01-03,42853 Joy Vista,Lake Kathryn,South Carolina,03495,2,johnsontravis@example.org,2006-07-22,97618.49
CUST0251,Katie Roy,Female,1962-09-04,29462 Roger Lakes Apt. 288,Port Jenniferside,Maine,48660,1,cisneroswilliam@example.com,2011-12-07,44829.42
CUST0252,Kimberly Sawyer,Female,1960-07-04,2101 Lyons Via Apt. 784,West Shawnmouth,Connecticut,05796,5,stewartjohn@example.com,2020-09-02,90255.13
CUST0253,Kimberly Kerr,Male,1949-04-01,558 Hughes Keys Apt. 722,Port Christopher,Wisconsin,83403,2,bennettcarly@example.com,2009-10-12,70362.63
CUST0254,Gina Adams,Male,1957-01-06,687 Douglas Keys,North Luis,New Hampshire,71942,2,jasonevans@example.org,2016-03-19,48129.0
CUST0255,Jonathan Nash,Male,1941-12-25,36234 Farmer Fork Apt. 124,Donaldsonland,New York,15103,2,dawnlawrence@example.com,2022-07-06,11749.94
CUST0256,Sarah Simmons,Female,1988-03-19,602 Renee Mills,West Gabrielstad,California,92261,1,melinda09@example.com,2012-03-20,62705.46
CUST0257,Jasmine Stevens,Male,1967-08-30,95520 Nathan Highway Suite 534,Shelleybury,Connecticut,86805,5,ehall@example.com,2005-05-15,61617.67
CUST0258,Alexandra Stewart,Female,1960-10-29,464 Joan Lane Apt. 898,South Clintonside,Washington,98278,1,andrewsmith@example.net,2022-08-16,86199.39
CUST0259,Pamela James,Male,1960-12-17,86289 Joshua Common,West Frank,Mississippi,08304,5,claytonheather@example.com,2012-02-21,90554.07
CUST0260,Robert Garcia,Female,1971-09-29,513 Jones Grove,East Kathleen,New York,45025,3,jenniferthompson@example.net,2010-10-08,94234.19
CUST0261,Kelsey Jones,Male,1994-11-22,1736 Clay Glens,Jeffreyfort,Delaware,03624,3,johnthomas@example.org,2016-03-10,76512.83
CUST0262,Danielle Hughes,Male,1980-06-04,509 Stephanie Circles,Jonathanview,New Mexico,24736,1,matthewsmith@example.com,2013-11-25,94768.86
CUST0263,Brenda Robles,Female,1982-09-21,320 Jordan Union Suite 151,Bryantland,Connecticut,11737,3,zpearson@example.org,2010-12-07,13667.16
CUST0264,Candice Harrison,Female,1949-01-21,8412 Stephanie Brooks Suite 288,Lucasstad,Mississippi,25084,4,gutierrezjean@example.com,2007-04-06,1617.73
CUST0265,Travis Camacho,Male,1978-10-16,967 Elizabeth Tunnel,East Jayshire,Texas,41629,5,wrightmarissa@example.org,2005-05-11,86609.7
CUST0266,Steve Reyes,Female,1941-04-29,56419 Wendy Route Suite 143,West William,Maine,34425,2,iperry@example.org,2023-10-07,8562.66
CUST0267,John Barnes,Female,1981-04-21,89734 Nielsen Vista Suite 852,East Shawnville,Wisconsin,04262,1,curtis95@example.org,2012-02-01,52512.05
CUST0268,Shelby Miller,Female,1964-12-17,6829 Stephanie Path Suite 290,North Michaelview,Utah,10988,4,johnsonmelvin@example.org,2006-05-08,88683.95
CUST0269,Sherri Weeks,Male,1976-03-29,5563 Robinson Causeway,South Nicholasfort,Oklahoma,68866,3,nknox@example.net,2008-06-03,99863.02
CUST0270,Charles Stewart,Male,1955-08-20,025 Andre Squares Suite 505,West Elizabeth,South Dakota,81213,4,timothylee@example.net,2018-01-04,62022.33
CUST0271,Jillian Burnett,Female,2001-12-30,26908 Allen Estates Suite 762,East Lisa,Oregon,49333,2,qreed@example.org,2006-04-13,91285.36
CUST0272,Alexis Dawson,Male,1951-04-02,33043 Lawrence Pass Apt. 700,South James,Georgia,24912,5,martincynthia@example.com,2009-07-25,81724.6
CUST0273,Cynthia Gonzales,Male,1977-09-12,4371 Madden Radial,East Matthewburgh,Montana,84332,4,meyercrystal@example.net,2021-08-30,84148.49
CUST0274,Jennifer Foster,Female,1953-01-06,482 Hall Parkway,Lake Ashleybury,Massachusetts,00904,4,davidhernandez@example.org,2006-08-06,67900.65
CUST0275,Brent Newton,Female,1944-01-08,7460 Megan Lake Apt. 265,Port Robinville,Indiana,01280,4,christinagomez@example.net,2018-08-30,76976.12
CUST0276,Danielle Young,Male,1976-11-28,2569 Garner Island,Youngtown,Michigan,63261,3,russellvalerie@example.com,2017-03-07,90864.58
CUST0277,Michelle Hancock,Male,1976-08-17,999 Schmidt Forges,New Eric,West Virginia,61463,1,xpreston@example.com,2022-09-26,8093.77
CUST0278,Nathan Stevens,Female,1967-02-05,85242 James Corner,East Brandichester,Kentucky,00979,4,mayerbenjamin@example.com,2008-09-17,98277.51
CUST0279,Brad Roy,Female,1996-02-17,4827 Joel Road Apt. 443,South Ashleyton,New Mexico,54683,3,donald54@example.com,2008-01-17,3504.2
CUST0280,Steven Norton,Female,1981-12-02,029 Smith Rapid,Lake Joshua,Maine,15008,5,pamela13@example.com,2009-07-03,54272.85
CUST0281,Kaitlyn Floyd,Male,1999-07-26,002 Robert Glens Apt. 578,Aaronchester,Georgia,31126,4,pwallace@example.com,2008-02-22,93720.12
CUST0282,Kathryn Fletcher,Male,1959-07-07,31114 Curtis Summit Apt. 313,Larryfurt,Tennessee,23094,5,romerostephen@example.net,2013-05-14,6166.06
CUST0283,Margaret Garcia,Female,1969-02-25,940 West Point Suite 849,New Sarahtown,Hawaii,91471,2,ocoleman@example.com,2018-07-25,4119.64
CUST0284,Kylie Taylor,Male,1937-09-10,62935 Smith Wells Suite 973,Crystalfort,California,44858,3,susanbrown@example.net,2012-04-04,27030.41
CUST0285,Sandra Cantu,Female,1993-10-26,74798 Kelly Manor,East Williehaven,Delaware,60078,2,josephperez@example.com,2025-03-06,51988.79
CUST0286,Michelle Hamilton,Female,1983-11-15,38293 Jacob Mountain Apt. 395,Kirkfurt,California,99941,5,coxjustin@example.com,2012-06-21,52658.17
CUST0287,Frederick Johnson,Female,1949-01-05,178 Fleming Turnpike Suite 989,Taylorshire,Georgia,81028,3,pamelasanders@example.com,2022-12-17,61307.19
CUST0288,Danielle Kelly,Female,1992-07-18,52556 Madison Squares Suite 254,Smithfort,Oklahoma,94283,5,david29@example.org,2005-08-27,40416.42
CUST0289,Erica White,Male,1970-12-21,2169 Allen Divide,Jamesburgh,West Virginia,81595,2,timothyfigueroa@example.org,2016-12-31,68863.48
CUST0290,Danielle Carr,Male,1947-10-15,99777 Geoffrey Ramp,Katieberg,Louisiana,44550,5,priceanthony@example.com,2011-01-28,82169.66
CUST0291,Joseph Parks,Female,1940-06-22,0995 Michael Square,Hernandezport,Connecticut,59512,2,richardjames@example.org,2008-05-28,91857.86
CUST0292,Steven Wolfe,Male,1999-11-19,0447 Phillips Track,Port Jean,Idaho,71685,3,melissa76@example.org,2018-08-29,26914.81
CUST0293,Alexander King,Female,1991-07-20,4099 Perry Cliffs Apt. 306,Ortegafurt,Connecticut,71082,4,thomasray@example.net,2017-05-22,89461.76
CUST0294,Betty Terrell,Male,1943-10-26,9074 Smith Camp Suite 331,Kathleenfort,Florida,96714,4,gvazquez@example.org,2023-12-31,33449.36
CUST0295,Brittney Jones,Male,1998-04-15,04252 Emily Summit Apt. 565,Andrewmouth,Texas,30148,5,jarnold@example.net,2011-11-06,96321.28
CUST0296,Scott Mcfarland,Female,1999-01-05,80791 Shawn Coves,Leechester,New York,91735,4,laura80@example.org,2012-12-09,89895.35
CUST0297,Shannon Macias,Male,1958-04-15,0389 Cindy Union,Johnathanfort,Colorado,57920,1,timothy03@example.org,2010-11-18,54881.15
CUST0298,Jennifer Hicks,Female,1944-06-16,59835 Tracy Ville Apt. 992,Lake Gabrielleview,Rhode Island,32389,4,tammyking@example.net,2015-05-01,98471.83
CUST0299,Thomas Cohen,Male,1978-09-01,1960 Alicia Estate Apt. 171,Kathleenside,Illinois,45331,2,keith11@example.com,2024-05-01,42812.19
CUST0300,James Clark,Male,1966-04-21,66513 Carter Way Suite 154,East Anthony,Alaska,77994,3,lisa60@example.net,2007-05-30,60252.69
CUST0301,Sarah Medina,Female,1942-12-25,704 Bell Ville Suite 991,Christopherstad,Oklahoma,14049,4,brandonmitchell@example.net,2007-07-26,28482.24
CUST0302,Lawrence Mack,Female,1957-06-05,34263 White Course Apt. 730,North Moniqueland,Montana,77408,4,paulgallagher@example.org,2022-06-01,33002.63
CUST0303,Charles Pierce,Male,1935-07-08,504 Franklin Drives Suite 747,New Stevenmouth,Rhode Island,10942,5,fmcgee@example.net,2018-01-24,56221.01
CUST0304,Aaron Graham,Male,1954-09-26,63487 Simon Groves,New Stevenchester,Rhode Island,21910,3,brianrichardson@example.org,2018-08-27,25122.12
CUST0305,Yvonne Brown,Male,1952-09-25,9178 Justin Lake Suite 080,South Cassandra,Connecticut,47193,2,larsentyler@example.com,2020-09-02,19281.8
CUST0306,Brittany Acevedo,Male,1950-05-02,00654 Arnold Fields,Pecktown,Virginia,22018,4,davidsonpatrick@example.net,2020-06-04,86834.81
CUST0307,Melinda Morris,Male,1967-12-26,050 Adam Causeway,Mooreshire,Louisiana,99357,5,blake63@example.com,2021-03-19,81107.94
CUST0308,Eric Foster,Female,1983-09-11,34469 Danny Valley,Thomastown,Missouri,56668,1,rachel81@example.net,2021-10-11,93484.79
CUST0309,William Stevens,Female,1961-04-19,8793 Ann Shores,Ramosport,Wyoming,10052,3,ywagner@example.org,2015-01-18,74109.39
CUST0310,Kathy Thomas,Female,2001-06-24,9869 Cynthia Inlet Suite 983,Port Melissa,Arkansas,86103,1,christopher24@example.net,2016-03-16,78578.25
CUST0311,Pamela Hughes,Female,1985-05-30,130 Stanley Port Apt. 644,North John,Rhode Island,58781,5,julie86@example.net,2022-04-25,44127.79
CUST0312,Brandon Smith,Female,1952-03-10,5372 Daniel Rapids Suite 569,Danielberg,California,46516,1,shellyfowler@example.net,2011-04-02,13798.41
CUST0313,Emily Flynn,Male,1965-11-29,54267 Richard Drives,Kristamouth,Oregon,86506,4,goodmanheather@example.org,2014-02-10,97771.45
CUST0314,Margaret Martin,Male,1981-07-31,3866 Santos Way,Michaelview,Iowa,60425,3,ericatkins@example.net,2022-12-02,79097.37
CUST0315,Brittany Rodriguez,Male,1966-04-20,25287 Anderson Mission Suite 528,Port Michaelmouth,Rhode Island,30271,5,amybrown@example.net,2011-10-02,93095.41
CUST0316,Robert Coleman,Female,1976-08-14,499 Wayne Course,Saraville,South Carolina,60682,5,jamesbrown@example.com,2014-05-15,51690.7
CUST0317,Megan Byrd,Female,1942-12-14,870 Cooper Pass Apt. 268,North Frank,Ohio,60697,3,bjackson@example.net,2019-04-25,82956.62
CUST0318,Jacob Mcpherson,Female,1990-09-20,31187 Sue Station,Kevinborough,Alaska,18055,3,michaelrussell@example.com,2013-03-15,39390.07
CUST0319,Cassandra Vega,Male,1958-02-03,96107 Moyer Brooks,New Victoriaside,Kansas,70370,5,ocastillo@example.com,2007-01-14,78106.89
CUST0320,Anthony Floyd,Male,1945-05-23,261 Bryant Rapid Apt. 743,New Christina,Florida,04476,3,dixonvincent@example.net,2020-04-24,71832.75
CUST0321,Michael White,Male,1959-03-21,565 Paula Parkway Suite 998,Lake Paulmouth,Arizona,90789,5,kristin78@example.net,2010-01-21,64005.95
CUST0322,Michael Lopez,Female,1992-04-19,5790 Sheryl Parkway,Lake Taylor,Kansas,75640,5,paula79@example.com,2013-10-25,57496.03
CUST0323,Laura Thomas,Male,1962-08-21,71936 Pugh Divide,Jacquelinestad,Minnesota,79738,5,taylortammy@example.net,2022-02-27,95674.19
CUST0324,Jacqueline Brown,Female,1959-04-21,610 James Plains Apt. 926,Brianport,Arizona,68805,2,kristaelliott@example.net,2024-04-22,96928.11
CUST0325,John Price,Female,1965-05-11,81369 Fitzgerald Rue,Port Reginaldmouth,Washington,55616,5,combschristopher@example.net,2018-05-22,89905.04
CUST0326,Michelle Russell,Female,2006-11-16,2299 Karen Canyon,Tinaburgh,Texas,80449,5,matthew93@example.org,2006-05-07,72178.34
CUST0327,David Lewis,Male,1967-10-15,193 Simpson Drive Apt. 205,New Shirleyhaven,Hawaii,26153,3,fbrewer@example.com,2025-02-04,16318.24
CUST0328,Laura Webb,Female,2007-01-08,1979 Serrano Trail Suite 717,New Pamela,Kansas,25343,2,timhall@example.com,2024-04-04,29978.72
CUST0329,Kaitlyn Schmitt,Female,2004-05-20,829 Erickson Cliffs Apt. 800,Carlsonbury,Idaho,41087,2,kimberlytorres@example.com,2013-08-29,78354.81
CUST0330,Carolyn Cabrera,Male,1980-10-07,33670 Olsen Crossroad Suite 832,Laurieside,Kentucky,14172,5,gardnerrachel@example.org,2017-07-04,50720.29
CUST0331,Tyler Cortez,Male,1953-03-15,4581 Vazquez Bridge,West Mitchell,Pennsylvania,22434,5,brianna30@example.com,2007-10-07,26539.35
CUST0332,Justin Jones,Female,1983-12-11,749 Margaret Crossroad,Brennanberg,Georgia,94628,2,moralesantonio@example.org,2008-05-05,43865.26
CUST0333,Dennis King,Male,1938-05-02,069 Johnson Trail,Thomaston,Indiana,59570,1,mariamyers@example.org,2023-01-30,88318.72
CUST0334,Kenneth Jones,Female,1959-01-25,90049 Novak Brook,South Cindytown,Oregon,18910,3,fking@example.org,2006-08-03,86622.72
CUST0335,Elizabeth Johnson,Male,1948-01-20,0048 Seth Prairie,Lake Carolineburgh,Tennessee,93030,1,emily35@example.com,2020-07-03,84604.0
CUST0336,Nathan Faulkner,Male,1935-07-31,137 Kim Mall,Port Kaylee,Maine,05259,2,rosscarlos@example.net,2010-04-01,60752.81
CUST0337,Gina Campbell,Female,1982-06-08,8549 Susan Views Suite 401,Staceyborough,Washington,79395,1,jamie76@example.org,2015-08-27,40502.94
CUST0338,Janet Ortega,Female,1992-11-07,317 Mcdonald Plains,Port James,Delaware,28585,4,dominguezjordan@example.org,2021-12-17,24686.46
CUST0339,Whitney Baker,Female,2002-09-16,5082 Guerrero Walk Suite 249,West Tamara,Connecticut,28388,5,larryalvarez@example.net,2024-12-23,23525.64
CUST0340,Scott Crawford,Male,1995-01-23,27172 Janet Loaf,Clarkstad,Missouri,51650,5,etorres@example.net,2017-11-18,15408.97
CUST0341,Brenda Woodard,Female,2006-12-24,4885 Cynthia Fork Apt. 827,Monicaport,Ohio,95567,2,dnorris@example.com,2015-05-18,1846.94
CUST0342,Stephanie Armstrong,Male,1976-04-09,79155 Jeremy Burg Suite 391,Myersbury,Michigan,66667,2,sarasmith@example.org,2020-03-14,64841.21
CUST0343,Nicholas Saunders,Male,2005-06-25,014 Nguyen Crest,North Meghanbury,Virginia,34337,2,geneperez@example.net,2015-02-04,41472.41
CUST0344,Jonathan Turner,Female,1940-05-10,03653 Hodge Islands Suite 242,West Feliciachester,Arkansas,08892,4,snunez@example.org,2006-07-05,34614.62
CUST0345,Christopher Coleman,Female,1982-12-01,75415 Lewis Drives,North Nicholebury,Indiana,56906,4,melissahernandez@example.net,2013-09-02,18857.31
CUST0346,Hannah Cooper,Female,1945-02-10,512 Terry Ridge,East Sheila,West Virginia,13060,3,gilbertmelissa@example.net,2014-02-03,48237.58
CUST0347,Stephen Meyers,Male,1968-12-19,578 Koch Rue Apt. 618,Whitefort,Massachusetts,13707,2,ayang@example.org,2019-03-05,74376.94
CUST0348,Christopher Hill,Male,1974-08-27,63453 Maria Square,Port Waynetown,Arizona,45043,1,raykristy@example.org,2019-10-28,40783.1
CUST0349,Sandra Wu,Male,1953-11-09,7328 Andrea Estates,Candaceland,New Jersey,18823,2,jessica69@example.net,2023-04-09,55565.44
CUST0350,Heather King,Female,1999-12-02,472 Bryant Spring,Thomasport,New York,72732,3,victorberger@example.com,2014-05-26,53346.66
CUST0351,Sara Russell,Female,1964-03-09,8838 Scott Creek,Gonzalesstad,Michigan,66110,1,karen17@example.net,2023-04-19,5735.33
CUST0352,David Gilmore,Male,1959-08-13,000 Benjamin Roads,Ashleyburgh,Arizona,96465,2,nlewis@example.com,2013-11-01,97004.57
CUST0353,Eric Hernandez,Male,1977-12-06,5467 Smith Village,Zacharyville,Alaska,74743,1,robinsoncynthia@example.org,2024-06-06,47441.59
CUST0354,Brian Walker,Male,1941-01-18,56226 Smith Street Apt. 281,West Susanmouth,California,02517,1,vgonzalez@example.org,2007-03-17,90462.0
CUST0355,David Gonzalez,Female,1939-07-22,935 Lisa River Suite 195,Charlesfurt,Idaho,56265,2,serranoelizabeth@example.net,2018-10-23,44941.33
CUST0356,Stacy Smith,Female,1944-08-10,547 Coleman Center,Port Sandrabury,New Jersey,94849,1,aaron46@example.com,2018-02-13,91556.32
CUST0357,Nicole Reed,Female,1959-01-24,913 Knight Shoals Suite 486,East Loriport,New Mexico,20206,3,matthewwilliams@example.com,2017-11-09,20111.35
CUST0358,Edward Gardner,Male,1968-03-27,2777 Fletcher Trail Suite 636,New Jeffrey,Indiana,65033,3,owright@example.com,2010-10-17,39318.5
CUST0359,Brian Edwards,Male,1954-10-27,347 Jade Circles,South Donnaport,Arkansas,52382,1,anthony48@example.com,2015-11-13,54751.49
CUST0360,Stephanie Gaines,Female,1987-10-10,956 Ingram Estates,Timothyport,Montana,17081,1,debraalexander@example.net,2022-06-28,39762.12
CUST0361,Jennifer Campbell,Female,1949-01-16,714 Andrea Dam Apt. 657,East Francisco,Delaware,94834,4,charles63@example.net,2010-07-06,79688.57
CUST0362,Patrick Miller,Male,1950-10-10,924 Lynn Lock,Scottborough,Oklahoma,53449,3,rosejones@example.net,2016-03-11,16290.34
